Nome do Produto;Descricao do Produto;Fabricante;Nome da Marca;Tipo;Custo Unitario;Preco Unitario;ID Produto;ID Subcategoria
A. Datum Consumer Digital Camera M300 Pink;Product type digital camera - compact, dimensions 3.8 in x 1 in x 2.1 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;84,84;0.0;980;23
A. Datum Advanced Digital Camera M300 Pink;Digital camera, product type digital camera, dimensions 3.9 in x 1 in x 2.2 in, weight 5.3 oz;A. Datum Corporation;A. Datum;Regular;86,68;0.0;981;23
A. Datum Bridge Digital Camera M300 Pink;Digital camera, product Type digital camera - compact, dimensions 4.3 in x 1.1 in x 2.4 in, weight 8.1 oz;A. Datum Corporation;A. Datum;Regular;85,95;0.0;982;23
A. Datum SLR-like Digital Camera M400 Pink;Digital camera, product type digital camera - compact, dimensions 4.7 in x 3.5 in x 3 in, weight 13 oz;A. Datum Corporation;A. Datum;Regular;90,55;0.0;983;23
A. Datum Point Shoot Digital Camera M500 Pink;gital camera, digital camera - compact, 3.7 in x 0.9 in x 2 in, weight 4.4 oz;A. Datum Corporation;A. Datum;Regular;91,05;217.8;984;23
A. Datum Full Frame Digital Camera X300 Pink;Digital camera, digital camera - compact, 3.9 in x 0.8 in x 2.3 in, weight 4.8 oz;A. Datum Corporation;A. Datum;Regular;76,53;254.10000000000002;985;23
A. Datum Rangefinder Digital Camera X200 Silver;Digital camera  compact, 3.7 in x 0.9 in x 2 in, 4.4 oz;A. Datum Corporation;A. Datum;Regular;66,26;220.00000000000003;987;23
A. Datum All in One Digital Camera M200 Silver;Digital camera, product type digital camera - compact, dimensions, 3.7 in x 0.9 in x 2.3 in, weight 5.5 oz;A. Datum Corporation;A. Datum;Regular;86,45;206.8;990;23
Fabrikam Business Videographer 2/3'' 17mm M280 Grey;1080i/p or 720p high definition or standard definition;Fabrikam, Inc.;Fabrikam;Regular;390,88;935.0000000000001;1211;27
Fabrikam Home and Vacation Moviemaker 1'' 25mm M400 Black;720i or 720p high definition or standard definition, 4mm, 47.3º;Fabrikam, Inc.;Fabrikam;Regular;285,12;682.0;1216;27
Fabrikam Home and Vacation Moviemaker 1/2'' 3mm M300 Black;720i or 720p high definition or standard definition, 4mm, 43', 47.3º;Fabrikam, Inc.;Fabrikam;Regular;255,68;611.6;1217;27
Fabrikam Home and Vacation Moviemaker 1/3'' 8.5mm M200 Black;720i or 720p high definition or standard definition, 4mm, 43', 47.3º;Fabrikam, Inc.;Fabrikam;Regular;293,39;701.8000000000001;1218;27
"Fabrikam Home and Vacation Moviemaker 2/3"" 17mm M103 Blue";720i or 720p high definition or standard definition, 4mm, 43', 47.3º;Fabrikam, Inc.;Fabrikam;Regular;305,81;731.5000000000001;1219;27
Fabrikam Budget Moviemaker 1'' 25mm E400 Black;Standard definition;Fabrikam, Inc.;Fabrikam;Regular;230,44;497.20000000000005;1220;27
Fabrikam Budget Moviemaker 1/2'' 3mm E300 Black;Standard definition;Fabrikam, Inc.;Fabrikam;Regular;245,74;530.2;1221;27
SV Car Video LCD7W M7080 Black;"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";Southridge Video;Southridge Video;Regular;229,93;550.0;292;13
SV Car Video LCD7W M7081 Black;"7"" 16:9 wide motorized touch screen active matrix LCD";Southridge Video;Southridge Video;Regular;229,47;548.9000000000001;293;13
SV Car Video TFT7 M7000 Black;"Contains a pair of car-seat headrests with two 7"" TFT monitor";Southridge Video;Southridge Video;Regular;152,44;328.90000000000003;294;13
SV Car Video TFT7 M7001 Black;"Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader";Southridge Video;Southridge Video;Regular;157,54;339.90000000000003;298;13
SV Car Video TFT7 M7002 Black;"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player";Southridge Video;Southridge Video;Regular;162,64;350.90000000000003;301;13
SV Car Video LCD7W M7082 Black;"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";Southridge Video;Southridge Video;Regular;321,44;768.9000000000001;304;13
SV Car Video LCD7 M7001 Black;"7"" 16:9 motorized touch screen active matrix LCD";Southridge Video;Southridge Video;Regular;151,3;361.90000000000003;305;13
SV Car Video LCD7 M7002 Black;"7"" 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions";Southridge Video;Southridge Video;Regular;169,69;405.90000000000003;306;13
SV Car Video LCD7 M7003 Black;"7"" 16:9 motorized touch screen active matrix LCD. Brightness: 450 NITS";Southridge Video;Southridge Video;Regular;169,69;405.90000000000003;307;13
SV Car Video LCD7W M7080 Silver;"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";Southridge Video;Southridge Video;Regular;229,93;550.0;308;13
SV Car Video LCD7W M7081 Silver;"7"" 16:9 wide motorized touch screen active matrix LCD";Southridge Video;Southridge Video;Regular;229,47;548.9000000000001;309;13
SV Car Video TFT7 M7000 Silver;"Contains a pair of car-seat headrests with two 7"" TFT monitor";Southridge Video;Southridge Video;Regular;152,44;328.90000000000003;310;13
SV Car Video TFT7 M7001 Silver;"Contains car-seat headrest with two 7"" TFT monitor and USB/SD/MMC card reader";Southridge Video;Southridge Video;Regular;157,54;339.90000000000003;314;13
SV Car Video TFT7 M7002 Silver;"Contains a pair of car-seat headrests with two 7"" TFT monitor, Mp3/mp4 player";Southridge Video;Southridge Video;Regular;162,64;350.90000000000003;317;13
SV Car Video LCD7W M7082 Silver;"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";Southridge Video;Southridge Video;Regular;321,44;768.9000000000001;320;13
SV Car Video LCD7 M7001 Silver;"7"" 16:9 motorized touch screen active matrix LCD";Southridge Video;Southridge Video;Regular;151,3;361.90000000000003;321;13
SV Car Video LCD7 M7002 Silver;"7"" 16:9 motorized touch screen active matrix LCD. 1152 X 234 pixel resolutions";Southridge Video;Southridge Video;Regular;169,69;405.90000000000003;322;13
WWI Desktop PC3.0 M0300 Black;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors;Wide World Importers;Wide World Importers;Regular;160,49;383.90000000000003;449;17
WWI Desktop PC2.30 M2300 Silver;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Wide World Importers;Wide World Importers;Regular;257,06;614.9000000000001;451;17
WWI Desktop PC2.30 M2300 White;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Wide World Importers;Wide World Importers;Regular;257,06;614.9000000000001;456;17
Proseware LCD22 M2000 Black;"22"" screen LCD, Resolution -1680 x 1050";Proseware, Inc.;Proseware;Regular;205,09;680.9000000000001;463;18
Proseware LCD22W M2001 Black;"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Proseware, Inc.;Proseware;Regular;224,97;746.9000000000001;464;18
Proseware LCD20 M200 Black;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Proseware, Inc.;Proseware;Regular;119,11;284.90000000000003;465;18
Proseware LCD20W M230 Black;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Proseware, Inc.;Proseware;Regular;128,3;306.90000000000003;466;18
Fabrikam SLR Camera X146 Black;On-screen autofocus with live view displays subjects in focus on the LCD the instant the shutter is pressed halfway;Fabrikam, Inc.;Fabrikam;Regular;208,4;691.9000000000001;1108;24
"Fabrikam SLR Camera 35"" X358 Black";Choice of data storage options - accepts compact flash type I & II, UDMA, Micro drives, and XD-picture cards digital 14-42mm F3.5-5.6 lens;Fabrikam, Inc.;Fabrikam;Regular;144,52;0.0;1109;24
WWI LCD22 M2002 Black;"22"" Screen LCD, resolution - 1680 x 1050";Wide World Importers;Wide World Importers;Regular;205,09;680.9000000000001;519;18
WWI LCD22W M2003 Black;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Wide World Importers;Wide World Importers;Regular;224,97;746.9000000000001;520;18
WWI LCD20 M220 Black;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Wide World Importers;Wide World Importers;Regular;119,11;284.90000000000003;521;18
WWI LCD20W M250 Black;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Wide World Importers;Wide World Importers;Regular;128,3;306.90000000000003;522;18
WWI LCD19W M100 Black;19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Wide World Importers;Wide World Importers;Regular;82,32;196.9;524;18
The Phone Company Microsoft Windows Mobile M200 Black;Microsoft windows mobile, high-resolution monochrome display;The Phone Company;The Phone Company;Regular;105,31;251.90000000000003;1471;32
The Phone Company Smart phones 4 GB of Memory M300 Black;Smart phones 4 GB of memory, memory stick media expansion slot;The Phone Company;The Phone Company;Regular;109,91;262.90000000000003;1472;32
The Phone Company Smart phones 8 GB of Memory M400 Black;Smart phones 8 GB of memory, memory stick media expansion slot;The Phone Company;The Phone Company;Regular;123,7;295.90000000000003;1473;32
The Phone Company Smart phones 160x160 M26 Black;Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual;The Phone Company;The Phone Company;Regular;95,65;228.8;1474;32
The Phone Company Smart phones 6-LINE SCREEN M21 Black;Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s;The Phone Company;The Phone Company;Regular;105,77;253.00000000000003;1475;32
The Phone Company Smart phones -320 x 320 M86 Black;Handheld device, special laptop software, including Documents to go;The Phone Company;The Phone Company;Regular;132,44;316.8;1476;32
The Phone Company Pen Touch Screen Phones M320 Gold;Dual SIM-international version with warranty;The Phone Company;The Phone Company;Regular;133,36;319.0;1455;31
The Phone Company Sharp Touch Screen Phones M910 Gold;Unlocked quad band, 4 GB of memory, FM Radio, touch screen, Mp3, Mp4 Players, and Bluetooth;The Phone Company;The Phone Company;Regular;138,42;331.1;1456;31
The Phone Company Smart phones Expert M400 Grey;Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s;The Phone Company;The Phone Company;Regular;137,96;330.0;1488;32
The Phone Company Microsoft Windows Mobile M200 White;Microsoft windows mobile, high-resolution monochrome display;The Phone Company;The Phone Company;Regular;105,31;251.90000000000003;1491;32
The Phone Company Smart phones 4 GB of Memory M300 White;Smart phones 4 GB of memory, memory stick media expansion slot;The Phone Company;The Phone Company;Regular;109,91;262.90000000000003;1492;32
The Phone Company Smart phones 8 GB of Memory M400 White;Smart phones 8 GB of memory, memory stick media expansion slot;The Phone Company;The Phone Company;Regular;123,7;295.90000000000003;1493;32
The Phone Company Smart phones 160x160 M26 White;Smart phones 160x160, AC adapter, stylus, protective cover, installation CD-ROM, application manual;The Phone Company;The Phone Company;Regular;95,65;228.8;1494;32
The Phone Company Smart phones 6-LINE SCREEN M21 White;Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s;The Phone Company;The Phone Company;Regular;105,77;253.00000000000003;1495;32
The Phone Company Smart phones 320 x 320 M86 White;Handheld device, special laptop software, including Documents to go;The Phone Company;The Phone Company;Regular;132,44;316.8;1496;32
The Phone Company Smart phones Unlocked M300 White;Watch video clips and view photos wherever you go, create and edit Word, Excel and PowerPoint-compatible files on the run, listen to MP3s;The Phone Company;The Phone Company;Regular;122,78;293.70000000000005;1497;32
The Phone Company Smart phones Expert M400 White;Create and edit word, excel and PowerPoint-compatible files on the run, listen to MP3s;The Phone Company;The Phone Company;Regular;137,96;330.0;1498;32
SV Car Video LCD7W M7082 Brown;"7"" 16:9 wide motorized touch screen active matrix LCD, remote control";Southridge Video;Southridge Video;Regular;321,44;768.9000000000001;336;13
SV Car Video LCD7 M7001 Brown;"7"" 16:9 motorized touch screen active matrix LCD";Southridge Video;Southridge Video;Regular;151,3;361.90000000000003;337;13
Fabrikam Laptop19W M9800 Black;320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio;Fabrikam, Inc.;Fabrikam;Regular;397,25;1318.9;338;15
Fabrikam Laptop17W M7080 Black;320 GB hard drive, 4 GB RAM 17-inches widescreen LCD with perfect 16:9 aspect ratio;Fabrikam, Inc.;Fabrikam;Regular;404,63;0.0;339;15
Fabrikam Laptop17 M7000 Black;320 GB hard drive, 2 GB RAM 17-inches screens LCD;Fabrikam, Inc.;Fabrikam;Regular;376,63;900.9000000000001;340;15
Fabrikam Laptop16W M6080 Black;320 GB hard drive, 2 GB RAM 16-inches widescreen LCD;Fabrikam, Inc.;Fabrikam;Regular;444,69;1063.7;341;15
Fabrikam Laptop16 M6000 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Fabrikam, Inc.;Fabrikam;Regular;275,46;658.9000000000001;342;15
Fabrikam Laptop19 M9000 Black;320 GB hard drive, 4 GB RAM 19-inches screen LCD;Fabrikam, Inc.;Fabrikam;Regular;364,12;1208.9;343;15
Fabrikam Laptop12 M2000 White;60GB hard drive, 512MB memory;Fabrikam, Inc.;Fabrikam;Regular;186,6;402.6;344;15
Fabrikam Laptop15 M5000 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Fabrikam, Inc.;Fabrikam;Regular;321,44;768.9000000000001;345;15
Fabrikam Laptop15.4 M5400 White;15.4-inches screen TFT LCD display, 120 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;303,05;724.9000000000001;346;15
Fabrikam Laptop14.1 M4100 White;Multimedia-focused laptop with 14.1-inches screen, 320 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;269,48;644.6;347;15
Fabrikam Laptop15.4W M5480 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Fabrikam, Inc.;Fabrikam;Regular;348,58;833.8000000000001;348;15
Fabrikam Laptop10.1 M0100 White;80GB hard drive, 1GB RAM integrated 802.11b/g Wi-Fi Certified;Fabrikam, Inc.;Fabrikam;Regular;195,26;421.3;349;15
Fabrikam Laptop12W M2080 Silver;60GB hard drive, 1GB memory;Fabrikam, Inc.;Fabrikam;Regular;203,42;438.90000000000003;350;15
Fabrikam Laptop10.1 M0101 Silver;80GB hard drive, 1GB RAM, 6-cell battery provides up to 6 1/2 hours;Fabrikam, Inc.;Fabrikam;Regular;196,23;0.0;353;15
Fabrikam Laptop12 M2001 Silver;80GB hard drive, 512MB memory;Fabrikam, Inc.;Fabrikam;Regular;195,24;0.0;354;15
Fabrikam Laptop8.9 M0801 Silver;1.6GHz CPU, 1GB DDR2 SDRAM, 60GB hard drive (2.2 pounds);Fabrikam, Inc.;Fabrikam;Regular;185,32;0.0;355;15
Fabrikam Laptop14.1W M4180 Red;Multimedia-focused laptop with 14.1-inches widescreen, 3 GB RAM (4 GB max);Fabrikam, Inc.;Fabrikam;Regular;210,11;0.0;356;15
Fabrikam Laptop12 M2002 Red;80GB hard drive, 1GB memory;Fabrikam, Inc.;Fabrikam;Regular;187,62;404.8;359;15
Fabrikam Laptop13.3 M3000 Red;2 GB RAM (4 GB max), 120 GB hard drive, DVD/CD super drive;Fabrikam, Inc.;Fabrikam;Regular;193,74;418.00000000000006;360;15
Fabrikam Laptop13.3W M3080 Red;13.3-inches widescreen TFT LCD display, 160 GB hard drive;Fabrikam, Inc.;Fabrikam;Regular;198,32;427.90000000000003;361;15
Adventure Works Laptop15 M1500 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;768.9000000000001;363;15
Adventure Works Laptop12 M1200 Black;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;0.0;364;15
Adventure Works Laptop16 M1600 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;365;15
Adventure Works Laptop15.4W M1548 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;833.8000000000001;366;15
Adventure Works Laptop15 M1501 White;15-inch screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;768.9000000000001;369;15
Adventure Works Laptop12 M1201 White;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;0.0;370;15
Adventure Works Laptop16 M1601 White;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;371;15
Adventure Works Laptop15.4W M1548 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;833.8000000000001;372;15
Adventure Works Laptop15 M1501 Silver;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;768.9000000000001;375;15
Adventure Works Laptop12 M1201 Silver;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;0.0;376;15
Adventure Works Laptop16 M1601 Silver;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;377;15
Adventure Works Laptop15.4W M1548 Silver;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;833.8000000000001;378;15
WWI Projector 720p DLP56 Black;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Wide World Importers;Wide World Importers;Regular;459,4;1098.9;614;19
WWI Projector 480p LCD12 Black;High brightness, 1300 ANSI lumen light output, remote control;Wide World Importers;Wide World Importers;Regular;116,75;251.90000000000003;615;19
WWI Projector 480p DLP12 Black;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Wide World Importers;Wide World Importers;Regular;254,4;548.9000000000001;616;19
WWI Screen 125in M1611 Black;16:9 Aspect Ratio - 125in. 160 degree wide viewing angle.;Wide World Importers;Wide World Importers;Regular;152,08;504.90000000000003;617;19
WWI Screen 113in M1610 Black;16:9 Aspect Ratio - 113in.Dual wall and ceiling - perfect for home / business.;Wide World Importers;Wide World Importers;Regular;99,06;328.90000000000003;618;19
WWI Screen 106in M1609 Black;16:9 aspect ratio-106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;276.1;619;19
WWI Projector 720p LCD56 White;720p high definition performance with 10,000:1 contrast ratio;Wide World Importers;Wide World Importers;Regular;321,44;768.9000000000001;624;19
WWI Projector 720p DLP56 White;Native 720p resolution, 1700 ANSI lumens, 2500:1 contrast ratio, up to 3000 hours lamp life;Wide World Importers;Wide World Importers;Regular;459,4;1098.9;625;19
WWI Projector 480p LCD12 White;High brightness, 1300 ANSI lumen light output, remote control;Wide World Importers;Wide World Importers;Regular;116,75;251.90000000000003;626;19
WWI Projector 480p DLP12 White;850 typical lumens, 3,000:1 contrast ratio, supports 4:3 and 16:9 aspect ratios;Wide World Importers;Wide World Importers;Regular;254,4;548.9000000000001;627;19
WWI Screen 125in M1611 White;16:9 aspect ratio-125in, 160 degree wide viewing angle;Wide World Importers;Wide World Importers;Regular;152,08;504.90000000000003;628;19
WWI Screen 113in M1610 White;16:9 aspect ratios - 113in, dual wall and ceiling - perfect for home / business;Wide World Importers;Wide World Importers;Regular;99,06;328.90000000000003;629;19
WWI Screen 106in M1609 White;16:9 aspect ratios - 106in, electric/motorized screen for home theater and commercial presentations;Wide World Importers;Wide World Importers;Regular;115,43;276.1;630;19
Adventure Works Laptop15 M1501 Red;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;768.9000000000001;381;15
Adventure Works Laptop12 M1201 Red;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;0.0;382;15
Adventure Works Laptop16 M1601 Red;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;383;15
Adventure Works Laptop15.4W M1548 Red;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Adventure Works;Adventure Works;Regular;348,58;833.8000000000001;384;15
Adventure Works Laptop15 M1501 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Adventure Works;Adventure Works;Regular;321,44;768.9000000000001;387;15
Adventure Works Laptop12 M1201 Blue;80GB hard drive, 512MB memory;Adventure Works;Adventure Works;Regular;195,24;0.0;388;15
Adventure Works Laptop16 M1601 Blue;180 GB hard drive, 2 GB RAM 16-inches LCD;Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;389;15
WWI Laptop15 M0150 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;768.9000000000001;391;15
WWI Laptop12 M0120 Black;80GB hard drive, 512MB memory;Wide World Importers;Wide World Importers;Regular;195,24;0.0;392;15
WWI Laptop16 M0160 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Wide World Importers;Wide World Importers;Regular;275,46;658.9000000000001;393;15
WWI Laptop15.4W M0156 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;833.8000000000001;394;15
WWI Laptop15 M0150 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;768.9000000000001;397;15
WWI Laptop12 M0120 White;80GB hard drive, 512MB memory;Wide World Importers;Wide World Importers;Regular;195,24;0.0;398;15
WWI Laptop16 M0160 White;180 GB hard drive, 2 GB RAM 16-inches LCD;Wide World Importers;Wide World Importers;Regular;275,46;658.9000000000001;399;15
WWI Laptop15.4W M0156 White;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Wide World Importers;Wide World Importers;Regular;348,58;833.8000000000001;400;15
WWI Laptop15 M0150 Blue;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Wide World Importers;Wide World Importers;Regular;321,44;768.9000000000001;403;15
Proseware Laptop15 M510 Black;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;768.9000000000001;405;15
Proseware Laptop12 M210 Black;80GB hard drive, 512MB memory;Proseware, Inc.;Proseware;Regular;195,24;0.0;406;15
Proseware Laptop16 M610 Black;180 GB hard drive, 2 GB RAM 16-inches LCD;Proseware, Inc.;Proseware;Regular;275,46;658.9000000000001;407;15
Proseware Laptop15.4W M518 Black;15.4-Inches widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;833.8000000000001;408;15
Proseware Laptop15 M510 White;15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM;Proseware, Inc.;Proseware;Regular;321,44;768.9000000000001;411;15
Proseware Laptop12 M210 White;80GB hard drive, 512MB memory;Proseware, Inc.;Proseware;Regular;195,24;0.0;412;15
Proseware Laptop16 M610 White;180 GB hard drive.2 GB RAM.16-inch LCD.;Proseware, Inc.;Proseware;Regular;275,46;658.9000000000001;413;15
Proseware Laptop15.4W M518 White;15.4-inch Widescreen TFT LCD display, 1280x800 resolutions;Proseware, Inc.;Proseware;Regular;348,58;833.8000000000001;414;15
Adventure Works Desktop PC2.30 MD230 Silver;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;417;17
Adventure Works Desktop PC1.80 ED180 Silver;1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive;Adventure Works;Adventure Works;Regular;188,13;405.90000000000003;419;17
Adventure Works Desktop PC1.80 ED182 Silver;1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive;Adventure Works;Adventure Works;Regular;254,86;0.0;420;17
Adventure Works Desktop PC3.0 MS300 Silver;3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;Adventure Works;Adventure Works;Regular;215,68;515.9000000000001;421;17
Adventure Works Desktop PC2.30 MD230 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Adventure Works;Adventure Works;Regular;275,46;658.9000000000001;423;17
Adventure Works Desktop PC1.80 ED182 White;1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive;Adventure Works;Adventure Works;Regular;254,86;0.0;437;17
WWI Desktop PC2.30 M2300 Brown;2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 4MB L2 Cache;Wide World Importers;Wide World Importers;Regular;257,06;614.9000000000001;439;17
WWI Desktop PC3.0 M0300 Silver;3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inch LCD flat monitors;Wide World Importers;Wide World Importers;Regular;160,49;383.90000000000003;443;17
WWI Desktop PC2.30 M2300 Black;"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors";Wide World Importers;Wide World Importers;Regular;257,06;614.9000000000001;445;17
Proseware LCD19W M100 Black;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Regular;82,32;196.9;468;18
Proseware LCD22 M2000 White;"22"" Screen LCD, resolution - 1680 x 1050";Proseware, Inc.;Proseware;Regular;205,09;680.9000000000001;477;18
Proseware LCD22W M2001 White;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Proseware, Inc.;Proseware;Regular;224,97;746.9000000000001;478;18
Proseware LCD20 M200 White;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Proseware, Inc.;Proseware;Regular;119,11;284.90000000000003;479;18
Proseware LCD20W M230 White;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Proseware, Inc.;Proseware;Regular;128,3;306.90000000000003;480;18
Proseware LCD19W M100 White;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Proseware, Inc.;Proseware;Regular;82,32;196.9;482;18
Adventure Works LCD22 M200 Black;"22"" Screen LCD, resolution - 1680 x 1050";Adventure Works;Adventure Works;Regular;205,09;680.9000000000001;491;18
Adventure Works LCD22W M200 Black;"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Adventure Works;Adventure Works;Regular;224,97;746.9000000000001;492;18
Adventure Works LCD20 M210 Black;"Screen size: 20"", response time: 5ms,  brightness: 300cd/m2";Adventure Works;Adventure Works;Regular;119,11;284.90000000000003;493;18
Adventure Works LCD20W M240 Black;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Adventure Works;Adventure Works;Regular;128,3;306.90000000000003;494;18
Adventure Works LCD19W M100 Black;19 inches widescreen LCD monitor 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Regular;82,32;196.9;496;18
Adventure Works LCD22 M200 White;"22"" Screen LCD, resolution - 1680 x 1050";Adventure Works;Adventure Works;Regular;205,09;680.9000000000001;505;18
Adventure Works LCD22W M200 White;"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness";Adventure Works;Adventure Works;Regular;224,97;746.9000000000001;506;18
Adventure Works LCD20 M210 White;"Screen size: 20"", response time: 5ms, brightness: 300cd/m2";Adventure Works;Adventure Works;Regular;119,11;284.90000000000003;507;18
Adventure Works LCD20W M240 White;"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1";Adventure Works;Adventure Works;Regular;128,3;306.90000000000003;508;18
Adventure Works LCD19W M100 White;19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness;Adventure Works;Adventure Works;Regular;82,32;196.9;510;18
WWI LCD22 M2002 White;"22"" Screen LCD, resolution - 1680 x 1050";Wide World Importers;Wide World Importers;Regular;205,09;680.9000000000001;530;18
